순번,사업구분,항공사,등록기호,형식,제작번호,제작일자,기령(년),등록일자,좌석,최대이륙중량,정치장,도입형태,ICAO,IATA
1,항공기사용사업,(재)스타항공우주,HL9494,MI-2,562817043,73.01.01,53,11.01.05,9,3550kg,예천군 감천면,구매,MI2,
2,항공기사용사업,(재)스타항공우주,HL9471,MI-2,529936096,86.09.30,39,12.04.19,9,3550kg,예천군 감천면,구매,MI2,
3,항공기사용사업,(재)스타항공우주,HL9622,MI-2,5410217047,87.04.15,39,16.01.18,9,3550kg,예천군 감천면,구매,MI2,
1,소형항공기운송사업,(주)더스카이,HL9301,BELL206B,8550,78.07.19,48,12.10.18,5,1450kg,예천군 감천면,구매,B06,
2,소형항공기운송사업,(주)더스카이,HL9699,S-76A,760295,90.10.31,35,17.06.07,14,10800lbs,예천군 감천면,구매,S76,S76
3,항공기사용사업,(주)더스카이,HL9664,S-76A,760187,84.03.21,42,20.03.12,14,10.800lbs,예천군 감천면,구매,S76,S76
4,항공기사용사업,(주)더스카이,HL9670,S-76C+,760554,03.12.01,22,20.12.21,14,11700lbs,경북 예천군 감천면 충효로 1078,구매,S76,S76
5,항공기사용사업,(주)더스카이,HL9676,S-76C,760551,03.11.25,22,21.09.27,14,11700lbs,경북 예천군 감천면 충효로 1078,구매,S76,S76
6,항공기사용사업,(주)더스카이,HL9685,S-76C+,760533,03.02.03,23,22.01.28,14,11700lbs,경북 예천군 감천면 충효로 1078,구매,S76,S76
7,항공기사용사업,(주)더스카이,HL9691,S-76C++,760682,07.10.02,18,22.11.14,14,11700lbs,경북 예천군 감천면 충효로 1078,구매,S76,S76
8,항공기사용사업,(주)더스카이,HL9692,S-76C++,760612,06.03.29,20,22.11.14,14,11700lbs,경북 예천군 감천면 충효로 1078,구매,S76,S76
9,항공기사용사업,(주)더스카이,HL9205,S-76B,760319,86.05.30,40,24.03.29,14,11700lbs,경북 예천군 감천면 충효로 1078,구매,S76,S76
10,항공기사용사업,(주)더스카이,HL9327,BELL-505,65126,18.07.26,8,25.08.28,5,1669kg,충북 단양군,구매,B505,
1,항공기사용사업,(주)미도지리정보,HL1139,T-206H,T20608992,10.06.15,16,11.05.25,6,1723kg,김포공항,구매,C206,
1,항공기사용사업,(주)스펙코어,HL1193,C-172R,17281179,06.09.01,19,14.01.07,4,2450lbs,울산공항,구매,C172,CN1
2,항공기사용사업,(주)스펙코어,HL2039,PA-34-220T,3449045,98.02.03,28,14.09.22,5,4750lbs,양양국제공항,구매,PA34,
1,항공기사용사업,(주)신한에어,HL1202,C-172S,172S10864,08.12.12,17,14.05.28,4,1111kg,전남 영암군 미암면,구매,C172,CN1
2,항공기사용사업,(주)신한에어,HL1203,C-172S,172S9936,05.09.09,20,14.05.28,4,1111kg,전남 영암,구매,C172,CN1
1,항공기사용사업,(주)아이지온,HL1267,T-206H,T20608075,99.05.24,27,18.07.03,6,1633kg,고흥만 경비행장,구매,C206,
1,항공기사용사업,(주)에스지앤아이,HL1287,U206G,U20605444,79.11.15,46,20.01.17,4,1633kg,김포공항,구매,C206,
1,항공기사용사업,(주)에어플렉스,HL1156,C-172S,172S9537,03.11.09,22,12.01.06,4,2550lbs,양양국제공항,임차,C172,CN1
2,항공기사용사업,(주)에어플렉스,HL1163,C-172S,172S8394,00.03.06,26,12.09.24,4,1156.6kg,양양공항,구매,C172,CN1
3,항공기사용사업,(주)에어플렉스,HL1257,C-172S,172S8939,01.09.10,24,15.12.04,4,2550lbs,양양국제공항,구매,C172,CN1
1,소형항공기운송사업,(주)에어필립,HL6143,R-44Ⅱ,12850,09.06.25,17,09.08.06,4,2500lbs,김포공항,구매,R44,
1,항공기사용사업,(주)이엔비에어,HL9142,AS-350B2,2618,92.02.28,34,00.05.13,6,2250kg,충북 단양군,구매,AS50,
2,항공기사용사업,(주)이엔비에어,HL9295,KA-32A,59-02/009,87.12.20,38,07.01.16,16,12.7ton,충북 단양군,구매,KA27,
3,항공기사용사업,(주)이엔비에어,HL9462,KA-32T,9204,95.06.27,31,07.11.15,18,11ton,충북 단양군,구매,KA32,
4,항공기사용사업,(주)이엔비에어,HL9312,AS-350B2,2681,92.12.10,33,18.11.20,6,2250kg,충북 단양군,구매,AS50,
5,항공기사용사업,(주)이엔비에어,HL9314,AS-350B2,9014,99.11.05,26,23.04.04,6,2250kg,충북 단양군,,AS50,
6,항공기사용사업,(주)이엔비에어,HL9317,AS-350B2,3299,00.05.05,26,24.01.24,6,2500kg,충북 단양군,구매,AS50,
7,항공기사용사업,(주)이엔비에어,HL9206,KA-32A11BC,9814,08.06.05,18,24.04.24,15,11000kg,충북 단양군,구매,KA32,
8,항공기사용사업,(주)이엔비에어,HL9326,BELL-505,65637,25.08.15,1,25.09.12,5,1669kg,충북 단양군,구매,B505,
9,항공기사용사업,(주)이엔비에어,HL9212,KA-32A11BC,(31585)8707/05,93.12.27,32,25.12.19,15,11000kg,충북 단양군,구매,KA32,
10,항공기사용사업,(주)이엔비에어,HL9217,KA-32A11BC,(31594)8801/03,93.12.27,32,26.04.06,15,11000kg,충북 단양군,구매,KA32,
1,항공기사용사업,(주)지오스토리,HL5114,C-208B,208B1261,07.07.19,19,07.10.25,14,8750lbs,김포공항,구매,C208,CN1
2,항공기사용사업,(주)지오스토리,HL5242,C90B,LJ-1586,18.01.19,8,18.04.24,5,10100lbs,무안공항,구매,C90B,
1,항공기사용사업,(주)한국조종사교육원,HL1107,C-172S,172S8083,99.01.19,27,07.07.13,4,1156kg,양양공항,구매,C172,CN1
2,항공기사용사업,(주)한국조종사교육원,HL1110,C-172S,172S9371,03.04.22,23,08.03.17,5,1156kg,양양공항,구매,C172,CN1
3,항공기사용사업,(주)한국조종사교육원,HL1112,C-172S,172S9729,04.11.22,21,08.11.25,4,1160kg,울산공항,구매,C172,CN1
4,항공기사용사업,(주)한국조종사교육원,HL2030,PA44-180,44-7995-257,81.03.21,45,09.07.23,4,1.72ton,울산공항,구매,PA44,
5,항공기사용사업,(주)한국조종사교육원,HL1149,C-172S,172S9390,03.01.14,23,11.11.01,4,1156.6kg,울산공항,구매,C172,CN1
6,항공기사용사업,(주)한국조종사교육원,HL1150,C-172S,172S8580,00.07.07,26,11.12.05,4,1156.6kg,울산공항,구매,C172,CN1
7,항공기사용사업,(주)한국조종사교육원,HL1151,C-172S,172S9514,03.08.06,23,11.12.05,4,1156.6kg,울산공항,구매,C172,CN1
8,항공기사용사업,(주)한국조종사교육원,HL1164,C-172S,172S9806,05.01.31,21,12.12.21,4,2550lbs,양양공항,구매,C172,CN1
9,항공기사용사업,(주)한국조종사교육원,HL1165,C-172S,172S9452,03.06.09,23,12.12.21,4,1156.6kg,양양공항,구매,C172,CN1
10,항공기사용사업,(주)한국조종사교육원,HL1262,C-172S,172S9689,04.06.08,22,16.10.24,4,2550lbs,강원도 양양,구매,C172,CN1
1,자가용,LG전자,HL9604,S-76D,761018,13.04.23,13,14.10.16,8,5386kg,김포공항,구매,S76,S76
2,자가용,LG전자,HL8299,GVI,6212,16.06.11,10,16.12.13,12,46.992ton,김포공항,구매,G650,
3,자가용,LG전자,HL9640,S-76D,761074,15.03.18,11,18.08.14,8,5386kg,김포공항,구매,S76,S76
1,자가용,SK텔레콤,HL9600,S-76D,761017,14.07.03,12,14.08.14,8,5.386ton,김포공항,구매,S76,S76
2,자가용,SK텔레콤,HL8080,A319-115,5768,13.10.18,12,15.04.09,17,11875lbs,김포공항,구매,A319,319
3,자가용,SK텔레콤,HL8372,GVI,6378,19.03.23,7,19.08.27,15,47000kg,김포공항,구매,G650,
1,국가기관,강원도,HL9476,AW139,31154,09.03.04,17,09.05.26,14,6.4ton,강원도 양양,구매,A139,
2,국가기관,강원도,HL9626,AW139,41527,17.02.10,9,17.04.26,15,6800kg,춘천시 신북읍,구매,A139,
1,국가기관,경기도,HL9455,AS-365N3,6606,01.09.18,24,07.11.15,14,4.3ton,경기도 용인시,구매,AS65,
2,국가기관,경기도,HL9485,AW139,31254,10.08.06,16,10.11.02,17,6.4ton,경기도 용인시,구매,A139,
3,국가기관,경기도,HL9210,AW139,32133,26.03.18,0,26.05.20,14,7000kg,경기도 용인시,구매,A139,
4,국가기관,경기도,HL9211,AW139,32136,26.04.01,0,26.05.20,14,7000kg,경기도 용인시,구매,A139,
1,국가기관,경상남도,HL9679,KUHC-1,KUHC-1-22-001,22.05.18,4,22.05.24,12,8709kg,경남 합천군 용주면 고품부흥1길 10-28,구매,KUH1,
1,국가기관,경상북도,HL9463,AS-365N3,6727,06.02.17,20,07.11.15,14,4.3ton,포항시 북구 내단길 86번길 19-59,구매,AS65,
2,국가기관,경상북도,HL9202,KUHC-1,KUHC-1-24-004,24.09.12,1,24.09.19,12,8709kg,경북 119특수대응단,구매,KUH1,
1,자가용,경운대학교,HL1158,C-172S,172S10696,08.03.24,18,12.02.27,4,2550lbs,무안공항,임차,C172,CN1
2,자가용,경운대학교,HL1183,C-172S,172S9834,05.02.15,21,13.11.12,4,2550lbs,무안공항,구매,C172,CN1
3,자가용,경운대학교,HL1274,XL-2,0117,08.09.03,17,17.05.24,2,794kg,전남 영암군,구매,XL2,
4,자가용,경운대학교,HL1275,XL-2,0118,08.09.08,17,17.05.24,2,794kg,전남 영암군,구매,XL2,
5,자가용,경운대학교,HL1281,XL-2,0110,08.06.04,18,19.04.10,2,794kg,전남 영암,구매,XL2,
6,자가용,경운대학교,HL1282,XL-2,0074,07.08.13,19,19.04.10,2,794kg,전남 영암,구매,XL2,
7,자가용,경운대학교,HL1283,XL-2,0071,07.07.18,19,19.04.10,2,794kg,무안공항,구매,XL2,
8,자가용,경운대학교,HL1293,C-172S,172S12638,21.03.02,5,21.06.01,4,1157kg,무안공항,구매,C172,CN1
9,자가용,경운대학교,HL1294,C-172S,172S12715,21.08.24,5,21.11.18,4,1157kg,무안공항,구매,C172,CN1
10,자가용,경운대학교,HL1299,C-172S,172S9240,02.11.14,23,23.05.30,4,2550lbs,무안공항,구매,C172,CN1
11,자가용,경운대학교,HL1301,C-172S,172S13329,25.04.21,1,25.07.02,4,1157kg,무안공항,구매,C172,CN1
1,국가기관,광주광역시,HL9684,AW139,31975,22.06.20,4,22.12.21,14,7000kg,광주공항,구매,A139,
1,국가기관,국립공원관리공단,HL9465,KA-32T,96-01,97.04.24,29,07.12.06,18,11ton,김포공항,구매,KA32,
1,항공기사용사업,글로리아교육재단(주),HL1204,C-172S,172S10527,07.06.06,19,14.06.23,4,1.156ton,울진비행장,구매,C172,CN1
2,항공기사용사업,글로리아교육재단(주),HL1205,C-172S,172S10602,07.09.27,18,14.06.23,4,1.156ton,울진비행장,구매,C172,CN1
3,항공기사용사업,글로리아교육재단(주),HL1211,C-172S,172s10456,07.03.15,19,14.09.11,4,1.156ton,울진비행장,구매,C172,CN1
4,항공기사용사업,글로리아교육재단(주),HL1212,C-172S,172S10353,06.11.21,19,14.09.11,4,1.156ton,울진비행장,구매,C172,CN1
5,항공기사용사업,글로리아교육재단(주),HL1213,C-172S,172S9722,04.10.27,21,14.09.30,4,2550lbs,울진비행장,구매,C172,CN1
6,항공기사용사업,글로리아교육재단(주),HL1215,C-172S,172S8994,01.12.03,24,14.09.30,4,2550lbs,울진비행장,구매,C172,CN1
7,항공기사용사업,글로리아교육재단(주),HL1214,C-172S,172S9221,02.11.19,23,14.10.27,4,2550lbs,울진비행장,구매,C172,CN1
8,항공기사용사업,글로리아교육재단(주),HL1216,C-172R,17280268,97.12.03,28,14.10.27,4,2550lbs,울진비행장,구매,C172,CN1
9,항공기사용사업,글로리아교육재단(주),HL1235,C-172S,172S10491,07.04.20,19,15.06.02,4,2550lbs,울진비행장,구매,C172,CN1
10,항공기사용사업,글로리아교육재단(주),HL1238,C-172S,172S10489,07.04.17,19,15.06.03,4,2550lbs,울진비행장,구매,C172,CN1
11,항공기사용사업,글로리아교육재단(주),HL1236,C-172S,172S10330,06.09.29,19,15.06.29,4,2550lbs,울진비행장,구매,C172,CN1
12,항공기사용사업,글로리아교육재단(주),HL1237,C-172S,172S10493,15.06.29,11,15.06.29,4,2550lbs,울진비행장,구매,C172,CN1
13,항공기사용사업,글로리아교육재단(주),HL2044,PA44-180,4496364,15.08.28,10,15.10.13,4,3800lbs,울진비행장,구매,PA44,
14,항공기사용사업,글로리아교육재단(주),HL1259,C-172S,172S10540,07.06.12,19,16.01.18,4,2550lbs,울진비행장,구매,C172,CN1
15,항공기사용사업,글로리아교육재단(주),HL1260,C-172S,172S10543,07.06.14,19,16.01.18,4,2550lbs,울진비행장,구매,C172,CN1
16,항공기사용사업,글로리아교육재단(주),HL1261,C-172S,172S10555,07.06.21,19,16.01.18,24.6,2550lbs,울진비행장,구매,C172,CN1
1,항공기사용사업,글로리아항공,HL9635,S-76A++,760286,87.10.18,38,17.08.14,13,4898kg,울진비행장,구매,S76,S76
2,항공기사용사업,글로리아항공,HL9636,S-76C,760421,94.03.09,32,17.08.14,13,5306kg,울진비행장,구매,S76,S76
3,항공기사용사업,글로리아항공,HL9637,S-76A,760228,83.02.21,43,17.11.08,13,4898kg,울진비행장,구매,S76,S76
4,항공기사용사업,글로리아항공,HL9638,S-76A,760294,89.10.31,36,17.11.08,13,4898kg,울진비행장,구매,S76,S76
5,항공기사용사업,글로리아항공,HL9688,EC-155B1,7062,22.09.30,3,22.09.30,15,4920kg,제주공항,구매,EC55,
6,항공기사용사업,글로리아항공,HL6149,R44 RAVEN 1,1413,04.07.23,22,22.12.21,4,1089kg,울진비행장,구매,R44,
7,항공기사용사업,글로리아항공,HL9697,EC-155B1,7063,23.06.02,3,23.11.14,15,4920kg,제주국제공항,구매,EC55,
8,항공기사용사업,글로리아항공,HL9254,S-76C,760467,97.03.07,29,97.03.21,8,5.307ton,울진비행장,구매,S76,S76
1,자가용,기**(204),HL5240,B300,FL-946,14.08.18,12,17.10.10,5,7484kg,김포공항,구매,B350,
1,자가용,기아 주식회사,HL8551,B737-8,68150,23.07.31,3,26.06.25,19,82190kg,김포공항,임차,B38M,7M8
1,항공기사용사업,네이버시스템(주),HL1130,T-206H,T20608393,03.06.24,23,10.09.15,6,1.724ton,김포공항,구매,C206,
1,국가기관,대구광역시,HL9446,KA-32T,96-26,05.11.15,20,07.12.05,18,11ton,대구공항,구매,KA32,
2,국가기관,대구광역시,HL9649,AW169,69101,19.09.28,6,19.10.31,12,4800kg,대구소방항공대,구매,A169,
1,항공기사용사업,대진항공,HL9173,AS-350B2,2877,95.06.17,31,06.04.27,6,2.25ton,김포산업단지,구매,AS50,
2,항공기사용사업,대진항공,HL9299,KA-32T,8609,91.09.12,34,08.05.02,19,11ton,김해공항,구매,KA32,
3,항공기사용사업,대진항공,HL9309,AS-350B2,1146,13.11.07,12,21.02.26,6,2250kg,김포산업단지,구매,AS50,
4,항공기사용사업,대진항공,HL9690,MODEL 107-II,404,94.10.12,31,23.02.16,14,9979kg,김포산업단지,구매,BV07,
5,항공기사용사업,대진항공,HL9319,K-1200,A94-0005,94.06.02,32,24.04.29,1,,김포산업단지,구매,K120,
6,항공기사용사업,대진항공,HL9321,AS-350B2,3208,99.06.29,27,25.01.06,6,2250kg,김포산업단지,,AS50,
7,항공기사용사업,대진항공,HL9322,AS-350B2,2844,94.12.05,31,25.02.17,6,2250kg,김포산업단지,구매,AS50,
8,항공기사용사업,대진항공,HL9323,AS-350B2,4581,08.12.01,17,25.02.17,6,2250kg,김포산업단지,구매,AS50,
9,항공기사용사업,대진항공,HL9324,AS-350B2,4225,07.05.01,19,25.03.19,6,2250kg,김포산업단지,구매,AS50,
10,항공기사용사업,대진항공,HL9329,K-1200,A94-0027,99.01.07,27,25.10.27,1,5443kg,김포산업단지,구매,K120,
11,항공기사용사업,대진항공,HL9413,MODEL 107-II,206,63.02.28,63,26.04.01,14,9979kg,김포산업단지,구매,BV07,
1,국제항공운송사업,대한항공,HL7584,A330-300,338,00.05.15,26,00.05.31,276,215.28ton,김포공항,구매,A333,333
2,국제항공운송사업,대한항공,HL7573,B777-300,27952,00.05.30,26,00.06.27,338,272.97ton,인천국제공항,구매,B773,773
3,국제항공운송사업,대한항공,HL7585,A330-300,350,00.07.06,26,00.07.26,276,215.28ton,김포공항,구매,A333,333
4,국제항공운송사업,대한항공,HL7586,A330-300,351,00.07.21,26,00.08.10,276,215.28ton,김포공항,구매,A333,333
5,국제항공운송사업,대한항공,HL7587,A330-300,368,00.11.08,25,00.11.29,276,215.28ton,제주공항,구매,A333,333
6,국제항공운송사업,대한항공,HL7702,A330-300,428,01.09.12,24,01.10.25,276,215.28ton,인천국제공항,구매,A333,333
7,국제항공운송사업,대한항공,HL7706,B737-900,29991,02.07.09,24,02.08.06,188,78.39ton,청주국제공항,구매,B739,739
8,국제항공운송사업,대한항공,HL7709,A330-300,484,02.07.02,24,02.08.08,276,215.28ton,인천국제공항,구매,A333,333
9,국제항공운송사업,대한항공,HL7707,B737-900,29992,02.07.12,24,02.09.10,188,78.39ton,제주국제공항,구매,B739,739
10,국제항공운송사업,대한항공,HL7710,A330-300,490,02.07.18,24,02.10.04,276,215.28ton,인천국제공항,구매,A333,333
11,국제항공운송사업,대한항공,HL7708,B737-900,29993,02.08.08,24,02.10.07,188,79.02ton,청주국제공항,구매,B739,739
12,국제항공운송사업,대한항공,HL7716,B737-900,29994,03.04.21,23,03.06.30,188,79.02ton,김포공항,구매,B739,739
13,국제항공운송사업,대한항공,HL7717,B737-900,29995,03.05.14,23,03.07.16,188,79.02ton,김포공항,구매,B739,739
14,국제항공운송사업,대한항공,HL7720,A330-300,550,03.08.07,23,03.10.15,276,217ton,인천국제공항,구매,A333,333
15,국제항공운송사업,대한항공,HL7725,B737-900,29999,04.05.11,22,04.06.09,188,79ton,김포공항,구매,B739,739
16,국제항공운송사업,대한항공,HL7601,B747-400F,33946,04.07.19,22,04.08.16,8,412.8ton,인천국제공항,구매,B744,74Y
17,국제항공운송사업,대한항공,HL7727,B737-900,30000,04.06.23,22,04.08.31,188,79ton,김포공항,구매,B739,739
18,국제항공운송사업,대한항공,HL7728,B737-900,30002,04.11.19,21,04.12.22,188,79ton,제주국제공항,구매,B739,739
19,국제항공운송사업,대한항공,HL7726,B737-900,30001,05.05.26,21,05.06.22,188,79ton,김포공항,구매,B739,739
20,국제항공운송사업,대한항공,HL7602,B747-400F,34301,05.10.07,20,05.10.30,8,412.8ton,인천국제공항,구매,B744,74Y
21,국제항공운송사업,대한항공,HL7603,B747-400F,34302,05.12.08,20,06.01.13,8,412.8ton,인천국제공항,구매,B744,74Y
22,국제항공운송사업,대한항공,HL7605,B747-400F,35526,06.05.31,20,06.06.30,8,412.8ton,인천국제공항,구매,B744,74Y
23,국제항공운송사업,대한항공,HL7765,B777-200,34212,08.03.29,18,08.05.14,261,292.56ton,김포공항,구매,B772,772
24,국제항공운송사업,대한항공,HL7782,B777-300ER,37643,09.04.19,17,09.05.27,291,344.74ton,인천국제공항,구매,B77W,77W
25,국제항공운송사업,대한항공,HL7783,B777-300ER,37644,09.07.19,17,09.08.30,291,344.74ton,인천국제공항,구매,B77W,77W
26,항공기사용사업,대한항공,HL8201,C525,525-0686,09.08.28,17,09.09.17,3,4.491ton,제주비행훈련원,구매,C525,
27,항공기사용사업,대한항공,HL8202,C525,525-0691,09.08.27,17,09.09.17,3,4.853ton,제주비행훈련원,구매,C525,
28,국제항공운송사업,대한항공,HL8208,B777-300ER,37645,10.04.13,16,10.05.10,291,344.74ton,인천국제공항,구매,B77W,77W
29,국제항공운송사업,대한항공,HL8209,B777-300ER,37646,10.05.16,16,10.06.09,291,344.74ton,인천국제공항,구매,B77W,77W
30,국제항공운송사업,대한항공,HL8210,B777-300ER,40377,10.06.23,16,10.07.16,291,344.74ton,인천국제공항,구매,B77W,77W
31,국제항공운송사업,대한항공,HL8216,B777-300ER,37647,11.04.21,15,11.05.18,291,344.74ton,인천국제공항,구매,B77W,77W
32,국제항공운송사업,대한항공,HL8217,B777-300ER,37648,11.05.15,15,11.06.07,291,344.74ton,제주국제공항,구매,B77W,77W
33,국제항공운송사업,대한항공,HL8221,B737-900ER,37633,11.04.22,15,11.06.14,159,81.87ton,제주국제공항,구매,B739,73R
34,국제항공운송사업,대한항공,HL8223,B737-900ER,37634,11.06.08,15,11.06.28,159,81.87ton,제주국제공항,구매,B739,73R
35,소형항공기운송사업,대한항공,HL8230,BD-700-1A10,9384,10.03.09,16,11.08.26,13,45132kg,인천국제공항,구매,BD10,
36,국제항공운송사업,대한항공,HL8240,B737-800,39447,11.09.14,14,11.10.07,138,79.0ton,제주국제공항,임차,B738,738
37,국제항공운송사업,대한항공,HL8218,B777-300ER,37649,11.10.26,14,11.11.21,291,344.74ton,인천국제공항,구매,B77W,77W
38,국제항공운송사업,대한항공,HL8241,B737-800,38129,11.11.07,14,11.11.30,138,79.0ton,제주국제공항,임차,B738,738
39,국제항공운송사업,대한항공,HL7609,B747-8F,37132,12.01.10,14,12.02.06,8,442.2ton,인천국제공항,임구,B748,74H
40,국제항공운송사업,대한항공,HL8251,B777F,37639,12.01.10,14,12.02.06,8,347.8ton,인천국제공항,임구,B77L,77L
41,국제항공운송사업,대한항공,HL8248,B737-900ER,37635,12.05.05,14,12.05.18,159,81.64ton,청주국제공항,구매,B739,73R
42,국제항공운송사업,대한항공,HL8249,B737-900ER,37636,12.06.07,14,12.06.25,159,81.64ton,청주국제공항,구매,B739,73R
43,국제항공운송사업,대한항공,HL8250,B777-300ER,37650,12.06.04,14,12.06.25,291,344.74ton,제주국제공항,임구,B77W,77W
44,국제항공운송사업,대한항공,HL8252,B777F,37638,12.06.24,14,12.06.29,8,347.8ton,제주국제공항,임구,B77L,77L
45,국제항공운송사업,대한항공,HL7610,B747-8F,37133,12.08.18,14,12.09.04,8,442.2ton,인천국제공항,임구,B748,74H
46,국제항공운송사업,대한항공,HL7619,A380-800,0096,12.06.27,14,12.12.10,407,560ton,인천국제공항,임구,A388,388
47,국제항공운송사업,대한항공,HL8226,B777F,37640,13.01.17,13,13.02.25,8,347.8ton,인천국제공항,임구,B77L,77L
48,국제항공운송사업,대한항공,HL8274,B777-300ER,41998,13.02.09,13,13.02.28,291,344.74ton,인천국제공항,임구,B77W,77W
49,국제항공운송사업,대한항공,HL7617,B747-8F,37654,13.03.15,13,13.03.28,,442.2ton,인천국제공항,임구,B748,74H
50,국제항공운송사업,대한항공,HL8272,B737-900ER,42173,13.05.09,13,13.05.24,159,81.64ton,김포공항,구매,B739,73R
51,국제항공운송사업,대한항공,HL8273,B737-900ER,42174,13.05.24,13,13.06.07,159,81.64ton,김포공항,구매,B739,73R
52,국제항공운송사업,대한항공,HL8275,B777-300ER,37651,13.05.24,13,13.06.11,291,344.74ton,김포공항,구매,B77W,77W
53,국제항공운송사업,대한항공,HL7621,A380-800,0126,13.01.24,13,13.08.28,407,560ton,청주국제공항,구매,A388,388
54,국제항공운송사업,대한항공,HL7622,A380-800,0128,13.03.20,13,13.10.25,407,560ton,청주국제공항,임구,A388,388
55,국제항공운송사업,대한항공,HL7624,B747-8F,37656,13.12.14,12,13.12.30,,447.69ton,인천국제공항,임구,B748,74H
56,국제항공운송사업,대한항공,HL8285,B777F,37641,14.01.13,12,14.02.24,,347.81ton,김포공항,임구,B77L,77L
57,국제항공운송사업,대한항공,HL7623,B747-8F,37655,14.02.21,12,14.03.14,,447.69ton,인천국제공항,임구,B748,74H
58,국제항공운송사업,대한항공,HL7627,A380-800,0130,14.02.12,12,14.06.27,407,560ton,청주국제공항,구매,A388,388
59,국제항공운송사업,대한항공,HL7628,A380-800,0156,14.03.05,12,14.07.28,407,560ton,청주국제공항,임구,A388,388
60,국제항공운송사업,대한항공,HL8001,A330-300,1556,14.09.10,11,14.09.29,272,230ton,김포공항,임구,A333,333
61,국제항공운송사업,대한항공,HL8002,A330-300,1576,14.10.31,11,14.11.28,272,230ton,김포공항,임구,A333,333
62,국제항공운송사업,대한항공,HL8003,A330-300,1590,14.12.04,11,14.12.22,272,230ton,김포공항,임구,A333,333
63,국제항공운송사업,대한항공,HL8005,B777F,37642,15.02.05,11,15.02.24,,347.81ton,김포공항,임구,B77L,77L
64,국제항공운송사업,대한항공,HL8025,A330-300,1611,15.02.16,11,15.03.27,272,230ton,김포공항,임구,A333,333
65,국제항공운송사업,대한항공,HL8010,B777-300ER,42120,15.04.08,11,15.04.29,277,344.74ton,김포공항,임차,B77W,77W
66,국제항공운송사업,대한항공,HL8011,B777-300ER,42123,15.05.07,11,15.05.29,277,344.74ton,김포공항,임차,B77W,77W
67,국제항공운송사업,대한항공,HL8026,A330-300,1638,15.06.10,11,15.06.24,272,230ton,김포공항,임구,A333,333
68,국제항공운송사업,대한항공,HL7629,B747-8F,37657,15.06.10,11,15.06.30,,447.69ton,청주국제공항,임구,B748,74H
69,국제항공운송사업,대한항공,HL8006,B777-300ER,37652,15.06.24,11,15.07.23,277,344.74ton,제주국제공항,임구,B77W,77W
70,국제항공운송사업,대한항공,HL8007,B777-300ER,43815,15.07.27,11,15.08.11,277,344.74ton,인천국제공항,임구,B77W,77W
71,국제항공운송사업,대한항공,HL8027,A330-300,1647,15.08.20,11,15.08.31,272,230ton,김포공항,임구,A333,333
72,국제항공운송사업,대한항공,HL8008,B777-300ER,43816,15.09.18,10,15.09.30,277,344.73ton,김포공항,구매,B77W,77W
73,국제항공운송사업,대한항공,HL8009,B777-300ER,41999,15.12.05,10,15.12.23,277,344.73ton,김포공항,임구,B77W,77W
74,국제항공운송사업,대한항공,HL7638,B747-8,60408,16.04.26,10,16.05.26,368,447.69ton,청주국제공항,임구,B748,748
75,국제항공운송사업,대한항공,HL8041,B777-300ER,60375,16.05.16,10,16.05.27,277,344.73ton,김포공항,임구,B77W,77W
76,국제항공운송사업,대한항공,HL8075,B777F,62631,16.01.27,10,16.06.24,,347.81ton,김포공항,임차,B77L,77L
77,국제항공운송사업,대한항공,HL7637,B747-8,40909,16.06.02,10,16.06.27,368,447.69ton,청주국제공항,임구,B748,748
78,국제항공운송사업,대한항공,HL8042,B777-300ER,60376,16.06.02,10,16.06.28,277,344.73ton,김포공항,임구,B77W,77W
79,소형항공기운송사업,대한항공,HL8068,GVI,6199,16.03.29,10,16.08.23,13,46992kg,김포공항,임구,G650,
80,국제항공운송사업,대한항공,HL8043,B777F,62693,16.08.14,10,16.08.31,,347.81ton,김포공항,임차,B77L,77L
81,국제항공운송사업,대한항공,HL8044,B777F,62694,16.09.19,9,16.09.19,,347.81ton,김포공항,임차,B77L,77L
82,국제항공운송사업,대한항공,HL8076,B777F,62632,16.09.23,9,16.10.28,,347.81ton,김포공항,임차,B77L,77L
83,국제항공운송사업,대한항공,HL8045,B777F,62695,16.10.21,9,16.10.31,,347.81ton,김포공항,임차,B77L,77L
84,국제항공운송사업,대한항공,HL8046,B777F,62696,16.11.23,9,16.12.19,,347.81ton,김포공항,임차,B77L,77L
85,국제항공운송사업,대한항공,HL7639,B747-8F,37653,16.07.15,10,16.12.29,,447.69ton,청주국제공항,임구,B748,74H
86,국제항공운송사업,대한항공,HL8081,B787-9,34810,17.01.25,9,17.02.22,269,557000lbs,김포공항,임구,B789,789
87,국제항공운송사업,대한항공,HL8082,B787-9,34811,17.03.30,9,17.04.25,269,557000lbs,제주국제공항,임구,B789,789
88,국제항공운송사업,대한항공,HL7642,B747-8,60409,17.03.19,9,17.04.27,368,447.69ton,김포공항,임구,B748,748
89,국제항공운송사업,대한항공,HL7643,B747-8,60410,17.04.28,9,17.05.23,368,447.69ton,청주국제공항,구매,B748,748
90,국제항공운송사업,대한항공,HL8083,B787-9,34812,17.06.27,9,17.07.12,269,545000lbs,청주국제공항,임구,B789,789
91,국제항공운송사업,대한항공,HL7644,B747-8,60411,17.06.23,9,17.07.31,368,447.69ton,김포공항,구매,B748,748
